mID,mName,mSubType,mRarity
320032,+12 검은 가죽 장갑,14,0
320033,+13 검은 가죽 장갑,14,0
320040,+0 흑룡 비늘 장갑,14,0
320041,+1 흑룡 비늘 장갑,14,0
320042,+2 흑룡 비늘 장갑,14,0
320043,+3 흑룡 비늘 장갑,14,0
320044,+4 흑룡 비늘 장갑,14,0
320045,+5 흑룡 비늘 장갑,14,0
320046,+6 흑룡 비늘 장갑,14,0
320047,+7 흑룡 비늘 장갑,14,0
320048,+8 흑룡 비늘 장갑,14,0
320049,+9 흑룡 비늘 장갑,14,0
320050,+10 흑룡 비늘 장갑,14,0
320051,+11 흑룡 비늘 장갑,14,0
320052,+12 흑룡 비늘 장갑,14,0
320053,+13 흑룡 비늘 장갑,14,0
320060,+0 뼈 장갑,14,0
320061,+1 뼈 장갑,14,0
320062,+2 뼈 장갑,14,0
320063,+3 뼈 장갑,14,0
320064,+4 뼈 장갑,14,0
320065,+5 뼈 장갑,14,0
320066,+6 뼈 장갑,14,0
320067,+7 뼈 장갑,14,0
320068,+8 뼈 장갑,14,0
320069,+9 뼈 장갑,14,0
320070,+10 뼈 장갑,14,0
320071,+11 뼈 장갑,14,0
320072,+12 뼈 장갑,14,0
320073,+13 뼈 장갑,14,0
320080,+0 고블린 금속 장갑,14,0
320081,+1 고블린 금속 장갑,14,0
320082,+2 고블린 금속 장갑,14,0
320083,+3 고블린 금속 장갑,14,0
320084,+4 고블린 금속 장갑,14,0
320085,+5 고블린 금속 장갑,14,0
320086,+6 고블린 금속 장갑,14,0
320087,+7 고블린 금속 장갑,14,0
320088,+8 고블린 금속 장갑,14,0
320089,+9 고블린 금속 장갑,14,0
320090,+10 고블린 금속 장갑,14,0
320091,+11 고블린 금속 장갑,14,0
320092,+12 고블린 금속 장갑,14,0
320093,+13 고블린 금속 장갑,14,0
320100,+0 고블린 장갑,14,0
320101,+1 고블린 장갑,14,0
320102,+2 고블린 장갑,14,0
320103,+3 고블린 장갑,14,0
320104,+4 고블린 장갑,14,0
320105,+5 고블린 장갑,14,0
320106,+6 고블린 장갑,14,0
320107,+7 고블린 장갑,14,0
320108,+8 고블린 장갑,14,0
320109,+9 고블린 장갑,14,0
320110,+10 고블린 장갑,14,0
320111,+11 고블린 장갑,14,0
320112,+12 고블린 장갑,14,0
320113,+13 고블린 장갑,14,0
320120,+0 보급용 미늘 장갑,14,0
320121,+1 보급용 미늘 장갑,14,0
320122,+2 보급용 미늘 장갑,14,0
320123,+3 보급용 미늘 장갑,14,0
320124,+4 보급용 미늘 장갑,14,0
320125,+5 보급용 미늘 장갑,14,0
320126,+6 보급용 미늘 장갑,14,0
320127,+7 보급용 미늘 장갑,14,0
320128,+8 보급용 미늘 장갑,14,0
320129,+9 보급용 미늘 장갑,14,0
320130,+10 보급용 미늘 장갑,14,0
320131,+11 보급용 미늘 장갑,14,0
320132,+12 보급용 미늘 장갑,14,0
320133,+13 보급용 미늘 장갑,14,0
320140,+0 보급용 쌍미늘 장갑,14,0
320141,+1 보급용 쌍미늘 장갑,14,0
320142,+2 보급용 쌍미늘 장갑,14,0
320143,+3 보급용 쌍미늘 장갑,14,0
320144,+4 보급용 쌍미늘 장갑,14,0
320145,+5 보급용 쌍미늘 장갑,14,0
320146,+6 보급용 쌍미늘 장갑,14,0
320147,+7 보급용 쌍미늘 장갑,14,0
320148,+8 보급용 쌍미늘 장갑,14,0
320149,+9 보급용 쌍미늘 장갑,14,0
320150,+10 보급용 쌍미늘 장갑,14,0
320151,+11 보급용 쌍미늘 장갑,14,0
320152,+12 보급용 쌍미늘 장갑,14,0
320153,+13 보급용 쌍미늘 장갑,14,0
320160,+0 보급용 톱날 장갑,14,0
320161,+1 보급용 톱날 장갑,14,0
320162,+2 보급용 톱날 장갑,14,0
320163,+3 보급용 톱날 장갑,14,0
320164,+4 보급용 톱날 장갑,14,0
320165,+5 보급용 톱날 장갑,14,0
320166,+6 보급용 톱날 장갑,14,0
320167,+7 보급용 톱날 장갑,14,0
320168,+8 보급용 톱날 장갑,14,0
320169,+9 보급용 톱날 장갑,14,0
320170,+10 보급용 톱날 장갑,14,0
320171,+11 보급용 톱날 장갑,14,0
320172,+12 보급용 톱날 장갑,14,0
320173,+13 보급용 톱날 장갑,14,0
320180,+0 보급용 스콜피온 건틀렛,14,0
320181,+1 보급용 스콜피온 건틀렛,14,0
320182,+2 보급용 스콜피온 건틀렛,14,0
320183,+3 보급용 스콜피온 건틀렛,14,0
320184,+4 보급용 스콜피온 건틀렛,14,0
320185,+5 보급용 스콜피온 건틀렛,14,0
320186,+6 보급용 스콜피온 건틀렛,14,0
320187,+7 보급용 스콜피온 건틀렛,14,0
320188,+8 보급용 스콜피온 건틀렛,14,0
320189,+9 보급용 스콜피온 건틀렛,14,0
320190,+10 보급용 스콜피온 건틀렛,14,0
320191,+11 보급용 스콜피온 건틀렛,14,0
320192,+12 보급용 스콜피온 건틀렛,14,0
320193,+13 보급용 스콜피온 건틀렛,14,0
320200,+0 언데드 너클,14,0
320201,+1 언데드 너클,14,0
320202,+2 언데드 너클,14,0
320203,+3 언데드 너클,14,0
320204,+4 언데드 너클,14,0
320205,+5 언데드 너클,14,0
320206,+6 언데드 너클,14,0
320207,+7 언데드 너클,14,0
320208,+8 언데드 너클,14,0
320209,+9 언데드 너클,14,0
320210,+10 언데드 너클,14,0
320211,+11 언데드 너클,14,0
320212,+12 언데드 너클,14,0
320213,+13 언데드 너클,14,0
320220,+0 스네이크 너클,14,0
320221,+1 스네이크 너클,14,0
320222,+2 스네이크 너클,14,0
320223,+3 스네이크 너클,14,0
320224,+4 스네이크 너클,14,0
320225,+5 스네이크 너클,14,0
320226,+6 스네이크 너클,14,0
320227,+7 스네이크 너클,14,0
320228,+8 스네이크 너클,14,0
320229,+9 스네이크 너클,14,0
320230,+10 스네이크 너클,14,0
320231,+11 스네이크 너클,14,0
320232,+12 스네이크 너클,14,0
320233,+13 스네이크 너클,14,0
320240,+0 배틀 너클,14,0
320241,+1 배틀 너클,14,0
320242,+2 배틀 너클,14,0
320243,+3 배틀 너클,14,0
320244,+4 배틀 너클,14,0
320245,+5 배틀 너클,14,0
320246,+6 배틀 너클,14,0
320247,+7 배틀 너클,14,0
320248,+8 배틀 너클,14,0
320249,+9 배틀 너클,14,0
320250,+10 배틀 너클,14,0
320251,+11 배틀 너클,14,0
320252,+12 배틀 너클,14,0
320253,+13 배틀 너클,14,0
320260,+0 낡은 장갑,14,0
320261,+1 낡은 장갑,14,0
320262,+2 낡은 장갑,14,0
320263,+3 낡은 장갑,14,0
320264,+4 낡은 장갑,14,0
320265,+5 낡은 장갑,14,0
320266,+6 낡은 장갑,14,0
320267,+7 낡은 장갑,14,0
320268,+8 낡은 장갑,14,0
320269,+9 낡은 장갑,14,0
320270,+10 낡은 장갑,14,0
320271,+11 낡은 장갑,14,0
320272,+12 낡은 장갑,14,0
320273,+13 낡은 장갑,14,0
320280,+0 보급형 환영의 장갑,14,0
320281,+1 보급형 환영의 장갑,14,0
320282,+2 보급형 환영의 장갑,14,0
320283,+3 보급형 환영의 장갑,14,0
320284,+4 보급형 환영의 장갑,14,0
320285,+5 보급형 환영의 장갑,14,0
320286,+6 보급형 환영의 장갑,14,0
320287,+7 보급형 환영의 장갑,14,0
320288,+8 보급형 환영의 장갑,14,0
320289,+9 보급형 환영의 장갑,14,0
320290,+10 보급형 환영의 장갑,14,0
320291,+11 보급형 환영의 장갑,14,0
320292,+12 보급형 환영의 장갑,14,0
320293,+13 보급형 환영의 장갑,14,0
320300,+0 낡은 수호자 장갑,14,0
320301,+1 낡은 수호자 장갑,14,0
320302,+2 낡은 수호자 장갑,14,0
320303,+3 낡은 수호자 장갑,14,0
320304,+4 낡은 수호자 장갑,14,0
320305,+5 낡은 수호자 장갑,14,0
320306,+6 낡은 수호자 장갑,14,0
320307,+7 낡은 수호자 장갑,14,0
320308,+8 낡은 수호자 장갑,14,0
320309,+9 낡은 수호자 장갑,14,0
320310,+10 낡은 수호자 장갑,14,0
320311,+11 낡은 수호자 장갑,14,0
320312,+12 낡은 수호자 장갑,14,0
320313,+13 낡은 수호자 장갑,14,0
321000,+0 사슬 장갑,14,1
321001,+1 사슬 장갑,14,1
321002,+2 사슬 장갑,14,1
321003,+3 사슬 장갑,14,1
321004,+4 사슬 장갑,14,1
321005,+5 사슬 장갑,14,1
321006,+6 사슬 장갑,14,1
321007,+7 사슬 장갑,14,1
321008,+8 사슬 장갑,14,1
321009,+9 사슬 장갑,14,1
321010,+10 사슬 장갑,14,1
321011,+11 사슬 장갑,14,1
321012,+12 사슬 장갑,14,1
321013,+13 사슬 장갑,14,1
321020,+0 강철 장갑,14,1
321021,+1 강철 장갑,14,1
321022,+2 강철 장갑,14,1
321023,+3 강철 장갑,14,1
321024,+4 강철 장갑,14,1
321025,+5 강철 장갑,14,1
321026,+6 강철 장갑,14,1
321027,+7 강철 장갑,14,1
321028,+8 강철 장갑,14,1
321029,+9 강철 장갑,14,1
321030,+10 강철 장갑,14,1
321031,+11 강철 장갑,14,1
321032,+12 강철 장갑,14,1
321033,+13 강철 장갑,14,1
321040,+0 힘의 장갑,14,1
321041,+1 힘의 장갑,14,1
321042,+2 힘의 장갑,14,1
321043,+3 힘의 장갑,14,1
321044,+4 힘의 장갑,14,1
321045,+5 힘의 장갑,14,1
321046,+6 힘의 장갑,14,1
321047,+7 힘의 장갑,14,1
321048,+8 힘의 장갑,14,1
321049,+9 힘의 장갑,14,1
321050,+10 힘의 장갑,14,1
321051,+11 힘의 장갑,14,1
321052,+12 힘의 장갑,14,1
321053,+13 힘의 장갑,14,1
321060,+0 워 건틀렛,14,1
321061,+1 워 건틀렛,14,1
321062,+2 워 건틀렛,14,1
321063,+3 워 건틀렛,14,1
321064,+4 워 건틀렛,14,1
321065,+5 워 건틀렛,14,1
321066,+6 워 건틀렛,14,1
321067,+7 워 건틀렛,14,1
321068,+8 워 건틀렛,14,1
321069,+9 워 건틀렛,14,1
321070,+10 워 건틀렛,14,1
321071,+11 워 건틀렛,14,1
321072,+12 워 건틀렛,14,1
321073,+13 워 건틀렛,14,1
321080,+0 엘라니스 장갑,14,1
321081,+1 엘라니스 장갑,14,1
321082,+2 엘라니스 장갑,14,1
321083,+3 엘라니스 장갑,14,1
321084,+4 엘라니스 장갑,14,1
321085,+5 엘라니스 장갑,14,1
321086,+6 엘라니스 장갑,14,1
321087,+7 엘라니스 장갑,14,1
321088,+8 엘라니스 장갑,14,1
321089,+9 엘라니스 장갑,14,1
321090,+10 엘라니스 장갑,14,1
321091,+11 엘라니스 장갑,14,1
321092,+12 엘라니스 장갑,14,1
321093,+13 엘라니스 장갑,14,1
321100,+0 마법 장갑,14,1
321101,+1 마법 장갑,14,1
321102,+2 마법 장갑,14,1
321103,+3 마법 장갑,14,1
321104,+4 마법 장갑,14,1
321105,+5 마법 장갑,14,1
321106,+6 마법 장갑,14,1
321107,+7 마법 장갑,14,1
321108,+8 마법 장갑,14,1
321109,+9 마법 장갑,14,1
321110,+10 마법 장갑,14,1
321111,+11 마법 장갑,14,1
321112,+12 마법 장갑,14,1
321113,+13 마법 장갑,14,1
321120,+0 글레디에이터 건틀렛,14,1
321121,+1 글레디에이터 건틀렛,14,1
321122,+2 글레디에이터 건틀렛,14,1
321123,+3 글레디에이터 건틀렛,14,1
321124,+4 글레디에이터 건틀렛,14,1
321125,+5 글레디에이터 건틀렛,14,1
321126,+6 글레디에이터 건틀렛,14,1
321127,+7 글레디에이터 건틀렛,14,1
321128,+8 글레디에이터 건틀렛,14,1
321129,+9 글레디에이터 건틀렛,14,1
321130,+10 글레디에이터 건틀렛,14,1
321131,+11 글레디에이터 건틀렛,14,1
321132,+12 글레디에이터 건틀렛,14,1
321133,+13 글레디에이터 건틀렛,14,1
321140,+0 미늘 장갑,14,1
321141,+1 미늘 장갑,14,1
321142,+2 미늘 장갑,14,1
321143,+3 미늘 장갑,14,1
321144,+4 미늘 장갑,14,1
321145,+5 미늘 장갑,14,1
321146,+6 미늘 장갑,14,1
321147,+7 미늘 장갑,14,1
321148,+8 미늘 장갑,14,1
321149,+9 미늘 장갑,14,1
321150,+10 미늘 장갑,14,1
321151,+11 미늘 장갑,14,1
321152,+12 미늘 장갑,14,1
321153,+13 미늘 장갑,14,1
321160,+0 이크론의 민첩 장갑,14,1
321161,+1 이크론의 민첩 장갑,14,1
321162,+2 이크론의 민첩 장갑,14,1
321163,+3 이크론의 민첩 장갑,14,1
321164,+4 이크론의 민첩 장갑,14,1
321165,+5 이크론의 민첩 장갑,14,1
321166,+6 이크론의 민첩 장갑,14,1
321167,+7 이크론의 민첩 장갑,14,1
321168,+8 이크론의 민첩 장갑,14,1
321169,+9 이크론의 민첩 장갑,14,1
321170,+10 이크론의 민첩 장갑,14,1
321171,+11 이크론의 민첩 장갑,14,1
321172,+12 이크론의 민첩 장갑,14,1
321173,+13 이크론의 민첩 장갑,14,1
321180,+0 이크론의 장갑,14,1
321181,+1 이크론의 장갑,14,1
321182,+2 이크론의 장갑,14,1
321183,+3 이크론의 장갑,14,1
321184,+4 이크론의 장갑,14,1
321185,+5 이크론의 장갑,14,1
321186,+6 이크론의 장갑,14,1
321187,+7 이크론의 장갑,14,1
321188,+8 이크론의 장갑,14,1
321189,+9 이크론의 장갑,14,1
321190,+10 이크론의 장갑,14,1
321191,+11 이크론의 장갑,14,1
321192,+12 이크론의 장갑,14,1
321193,+13 이크론의 장갑,14,1
321200,+0 쌍미늘 장갑,14,1
321201,+1 쌍미늘 장갑,14,1
321202,+2 쌍미늘 장갑,14,1
321203,+3 쌍미늘 장갑,14,1
321204,+4 쌍미늘 장갑,14,1
321205,+5 쌍미늘 장갑,14,1
321206,+6 쌍미늘 장갑,14,1
321207,+7 쌍미늘 장갑,14,1
321208,+8 쌍미늘 장갑,14,1
321209,+9 쌍미늘 장갑,14,1
321210,+10 쌍미늘 장갑,14,1
321211,+11 쌍미늘 장갑,14,1
321212,+12 쌍미늘 장갑,14,1
321213,+13 쌍미늘 장갑,14,1
321220,+0 톱날 장갑,14,1
321221,+1 톱날 장갑,14,1
321222,+2 톱날 장갑,14,1
321223,+3 톱날 장갑,14,1
321224,+4 톱날 장갑,14,1
321225,+5 톱날 장갑,14,1
321226,+6 톱날 장갑,14,1
321227,+7 톱날 장갑,14,1
321228,+8 톱날 장갑,14,1
321229,+9 톱날 장갑,14,1
321230,+10 톱날 장갑,14,1
321231,+11 톱날 장갑,14,1
321232,+12 톱날 장갑,14,1
321233,+13 톱날 장갑,14,1
321240,+0 스콜피온 건틀렛,14,1
321241,+1 스콜피온 건틀렛,14,1
321242,+2 스콜피온 건틀렛,14,1
321243,+3 스콜피온 건틀렛,14,1
321244,+4 스콜피온 건틀렛,14,1
321245,+5 스콜피온 건틀렛,14,1
321246,+6 스콜피온 건틀렛,14,1
321247,+7 스콜피온 건틀렛,14,1
321248,+8 스콜피온 건틀렛,14,1
321249,+9 스콜피온 건틀렛,14,1
321250,+10 스콜피온 건틀렛,14,1
321251,+11 스콜피온 건틀렛,14,1
321252,+12 스콜피온 건틀렛,14,1
321253,+13 스콜피온 건틀렛,14,1
321260,+0 엘퀴네스 장갑,14,1
321261,+1 엘퀴네스 장갑,14,1
321262,+2 엘퀴네스 장갑,14,1
321263,+3 엘퀴네스 장갑,14,1
321264,+4 엘퀴네스 장갑,14,1
321265,+5 엘퀴네스 장갑,14,1
321266,+6 엘퀴네스 장갑,14,1
321267,+7 엘퀴네스 장갑,14,1
321268,+8 엘퀴네스 장갑,14,1
321269,+9 엘퀴네스 장갑,14,1
321270,+10 엘퀴네스 장갑,14,1
321271,+11 엘퀴네스 장갑,14,1
321272,+12 엘퀴네스 장갑,14,1
321273,+13 엘퀴네스 장갑,14,1
321280,+0 이크론의 마법 장갑,14,1
321281,+1 이크론의 마법 장갑,14,1
321282,+2 이크론의 마법 장갑,14,1
321283,+3 이크론의 마법 장갑,14,1
321284,+4 이크론의 마법 장갑,14,1
321285,+5 이크론의 마법 장갑,14,1
321286,+6 이크론의 마법 장갑,14,1
321287,+7 이크론의 마법 장갑,14,1
321288,+8 이크론의 마법 장갑,14,1
321289,+9 이크론의 마법 장갑,14,1
321290,+10 이크론의 마법 장갑,14,1
321291,+11 이크론의 마법 장갑,14,1
321292,+12 이크론의 마법 장갑,14,1
321293,+13 이크론의 마법 장갑,14,1
321300,+0 황천의 장갑,14,1
321301,+1 황천의 장갑,14,1
321302,+2 황천의 장갑,14,1
321303,+3 황천의 장갑,14,1
321304,+4 황천의 장갑,14,1
321305,+5 황천의 장갑,14,1
321306,+6 황천의 장갑,14,1
321307,+7 황천의 장갑,14,1
321308,+8 황천의 장갑,14,1
321309,+9 황천의 장갑,14,1
321310,+10 황천의 장갑,14,1
321311,+11 황천의 장갑,14,1
321312,+12 황천의 장갑,14,1
321313,+13 황천의 장갑,14,1
321320,+0 이크론의 암살 장갑,14,1
321321,+1 이크론의 암살 장갑,14,1
321322,+2 이크론의 암살 장갑,14,1
321323,+3 이크론의 암살 장갑,14,1
321324,+4 이크론의 암살 장갑,14,1
321325,+5 이크론의 암살 장갑,14,1
321326,+6 이크론의 암살 장갑,14,1
321327,+7 이크론의 암살 장갑,14,1
321328,+8 이크론의 암살 장갑,14,1
321329,+9 이크론의 암살 장갑,14,1
321330,+10 이크론의 암살 장갑,14,1
321331,+11 이크론의 암살 장갑,14,1
321332,+12 이크론의 암살 장갑,14,1
321333,+13 이크론의 암살 장갑,14,1
321340,+0 엘테르 탐사대의 장갑,14,1
321341,+1 엘테르 탐사대의 장갑,14,1
321342,+2 엘테르 탐사대의 장갑,14,1
321343,+3 엘테르 탐사대의 장갑,14,1
321344,+4 엘테르 탐사대의 장갑,14,1
321345,+5 엘테르 탐사대의 장갑,14,1
321346,+6 엘테르 탐사대의 장갑,14,1
321347,+7 엘테르 탐사대의 장갑,14,1
321348,+8 엘테르 탐사대의 장갑,14,1
321349,+9 엘테르 탐사대의 장갑,14,1
321350,+10 엘테르 탐사대의 장갑,14,1
321351,+11 엘테르 탐사대의 장갑,14,1
321352,+12 엘테르 탐사대의 장갑,14,1
321353,+13 엘테르 탐사대의 장갑,14,1
321360,+0 신월의 의식용 장갑,14,1
321361,+1 신월의 의식용 장갑,14,1
321362,+2 신월의 의식용 장갑,14,1
321363,+3 신월의 의식용 장갑,14,1
321364,+4 신월의 의식용 장갑,14,1
321365,+5 신월의 의식용 장갑,14,1
321366,+6 신월의 의식용 장갑,14,1
321367,+7 신월의 의식용 장갑,14,1
321368,+8 신월의 의식용 장갑,14,1
321369,+9 신월의 의식용 장갑,14,1
321370,+10 신월의 의식용 장갑,14,1
321371,+11 신월의 의식용 장갑,14,1
321372,+12 신월의 의식용 장갑,14,1
321373,+13 신월의 의식용 장갑,14,1
321380,+0 뒤틀린 수호자 장갑,14,1
321381,+1 뒤틀린 수호자 장갑,14,1
321382,+2 뒤틀린 수호자 장갑,14,1
321383,+3 뒤틀린 수호자 장갑,14,1
321384,+4 뒤틀린 수호자 장갑,14,1
321385,+5 뒤틀린 수호자 장갑,14,1
321386,+6 뒤틀린 수호자 장갑,14,1
321387,+7 뒤틀린 수호자 장갑,14,1
321388,+8 뒤틀린 수호자 장갑,14,1
321389,+9 뒤틀린 수호자 장갑,14,1
321390,+10 뒤틀린 수호자 장갑,14,1
321391,+11 뒤틀린 수호자 장갑,14,1
321392,+12 뒤틀린 수호자 장갑,14,1
321393,+13 뒤틀린 수호자 장갑,14,1
321400,+0 토벌단의 장갑,14,1
321401,+1 토벌단의 장갑,14,1
321402,+2 토벌단의 장갑,14,1
321403,+3 토벌단의 장갑,14,1
321404,+4 토벌단의 장갑,14,1
321405,+5 토벌단의 장갑,14,1
321406,+6 토벌단의 장갑,14,1
321407,+7 토벌단의 장갑,14,1
321408,+8 토벌단의 장갑,14,1
321409,+9 토벌단의 장갑,14,1
321410,+10 토벌단의 장갑,14,1
321411,+11 토벌단의 장갑,14,1
321412,+12 토벌단의 장갑,14,1
321413,+13 토벌단의 장갑,14,1
322000,+0 힘의 강철 장갑,14,2
322001,+1 힘의 강철 장갑,14,2
322002,+2 힘의 강철 장갑,14,2
322003,+3 힘의 강철 장갑,14,2
322004,+4 힘의 강철 장갑,14,2
322005,+5 힘의 강철 장갑,14,2
322006,+6 힘의 강철 장갑,14,2
322007,+7 힘의 강철 장갑,14,2
322008,+8 힘의 강철 장갑,14,2
322009,+9 힘의 강철 장갑,14,2
322010,+10 힘의 강철 장갑,14,2
322011,+11 힘의 강철 장갑,14,2
322012,+12 힘의 강철 장갑,14,2
322013,+13 힘의 강철 장갑,14,2
322020,+0 민첩의 강철 장갑,14,2
322021,+1 민첩의 강철 장갑,14,2
322022,+2 민첩의 강철 장갑,14,2
322023,+3 민첩의 강철 장갑,14,2
322024,+4 민첩의 강철 장갑,14,2
322025,+5 민첩의 강철 장갑,14,2
322026,+6 민첩의 강철 장갑,14,2
322027,+7 민첩의 강철 장갑,14,2
322028,+8 민첩의 강철 장갑,14,2
322029,+9 민첩의 강철 장갑,14,2
322030,+10 민첩의 강철 장갑,14,2
322031,+11 민첩의 강철 장갑,14,2
322032,+12 민첩의 강철 장갑,14,2
322033,+13 민첩의 강철 장갑,14,2
322040,+0 지능의 강철 장갑,14,2
322041,+1 지능의 강철 장갑,14,2
322042,+2 지능의 강철 장갑,14,2
322043,+3 지능의 강철 장갑,14,2
322044,+4 지능의 강철 장갑,14,2
322045,+5 지능의 강철 장갑,14,2
322046,+6 지능의 강철 장갑,14,2
322047,+7 지능의 강철 장갑,14,2
322048,+8 지능의 강철 장갑,14,2
322049,+9 지능의 강철 장갑,14,2
322050,+10 지능의 강철 장갑,14,2
322051,+11 지능의 강철 장갑,14,2
322052,+12 지능의 강철 장갑,14,2
322053,+13 지능의 강철 장갑,14,2
322060,+0 미스릴 장갑,14,2
322061,+1 미스릴 장갑,14,2
322062,+2 미스릴 장갑,14,2
322063,+3 미스릴 장갑,14,2
322064,+4 미스릴 장갑,14,2
322065,+5 미스릴 장갑,14,2
322066,+6 미스릴 장갑,14,2
322067,+7 미스릴 장갑,14,2
322068,+8 미스릴 장갑,14,2
322069,+9 미스릴 장갑,14,2
322070,+10 미스릴 장갑,14,2
322071,+11 미스릴 장갑,14,2
322072,+12 미스릴 장갑,14,2
322073,+13 미스릴 장갑,14,2
322080,+0 안정된 이크론 장갑,14,2
322081,+1 안정된 이크론 장갑,14,2
322082,+2 안정된 이크론 장갑,14,2
322083,+3 안정된 이크론 장갑,14,2
322084,+4 안정된 이크론 장갑,14,2
322085,+5 안정된 이크론 장갑,14,2
322086,+6 안정된 이크론 장갑,14,2
322087,+7 안정된 이크론 장갑,14,2
322088,+8 안정된 이크론 장갑,14,2
322089,+9 안정된 이크론 장갑,14,2
322090,+10 안정된 이크론 장갑,14,2
322091,+11 안정된 이크론 장갑,14,2
322092,+12 안정된 이크론 장갑,14,2
322093,+13 안정된 이크론 장갑,14,2
322100,+0 마법의 미스릴 장갑,14,2
322101,+1 마법의 미스릴 장갑,14,2
322102,+2 마법의 미스릴 장갑,14,2
322103,+3 마법의 미스릴 장갑,14,2
322104,+4 마법의 미스릴 장갑,14,2
322105,+5 마법의 미스릴 장갑,14,2
322106,+6 마법의 미스릴 장갑,14,2
322107,+7 마법의 미스릴 장갑,14,2
322108,+8 마법의 미스릴 장갑,14,2
322109,+9 마법의 미스릴 장갑,14,2
322110,+10 마법의 미스릴 장갑,14,2
322111,+11 마법의 미스릴 장갑,14,2
322112,+12 마법의 미스릴 장갑,14,2
322113,+13 마법의 미스릴 장갑,14,2
322120,+0 로키의 장갑,14,2
322121,+1 로키의 장갑,14,2
322122,+2 로키의 장갑,14,2
322123,+3 로키의 장갑,14,2
322124,+4 로키의 장갑,14,2
322125,+5 로키의 장갑,14,2
322126,+6 로키의 장갑,14,2
322127,+7 로키의 장갑,14,2
322128,+8 로키의 장갑,14,2
322129,+9 로키의 장갑,14,2
322130,+10 로키의 장갑,14,2
322131,+11 로키의 장갑,14,2
322132,+12 로키의 장갑,14,2
322133,+13 로키의 장갑,14,2
322140,+0 안정된 이크론 민첩 장갑,14,2
322141,+1 안정된 이크론 민첩 장갑,14,2
322142,+2 안정된 이크론 민첩 장갑,14,2
322143,+3 안정된 이크론 민첩 장갑,14,2
322144,+4 안정된 이크론 민첩 장갑,14,2
322145,+5 안정된 이크론 민첩 장갑,14,2
322146,+6 안정된 이크론 민첩 장갑,14,2
322147,+7 안정된 이크론 민첩 장갑,14,2
322148,+8 안정된 이크론 민첩 장갑,14,2
322149,+9 안정된 이크론 민첩 장갑,14,2
322150,+10 안정된 이크론 민첩 장갑,14,2
322151,+11 안정된 이크론 민첩 장갑,14,2
322152,+12 안정된 이크론 민첩 장갑,14,2
322153,+13 안정된 이크론 민첩 장갑,14,2
322160,+0 안정된 이크론 마법 장갑,14,2
322161,+1 안정된 이크론 마법 장갑,14,2
322162,+2 안정된 이크론 마법 장갑,14,2
322163,+3 안정된 이크론 마법 장갑,14,2
322164,+4 안정된 이크론 마법 장갑,14,2
322165,+5 안정된 이크론 마법 장갑,14,2
322166,+6 안정된 이크론 마법 장갑,14,2
322167,+7 안정된 이크론 마법 장갑,14,2
322168,+8 안정된 이크론 마법 장갑,14,2
322169,+9 안정된 이크론 마법 장갑,14,2
322170,+10 안정된 이크론 마법 장갑,14,2
322171,+11 안정된 이크론 마법 장갑,14,2
322172,+12 안정된 이크론 마법 장갑,14,2
322173,+13 안정된 이크론 마법 장갑,14,2
322180,+0 향상된 이크론 장갑,14,2
322181,+1 향상된 이크론 장갑,14,2
322182,+2 향상된 이크론 장갑,14,2
322183,+3 향상된 이크론 장갑,14,2
322184,+4 향상된 이크론 장갑,14,2
322185,+5 향상된 이크론 장갑,14,2
322186,+6 향상된 이크론 장갑,14,2
322187,+7 향상된 이크론 장갑,14,2
322188,+8 향상된 이크론 장갑,14,2
322189,+9 향상된 이크론 장갑,14,2
322190,+10 향상된 이크론 장갑,14,2
322191,+11 향상된 이크론 장갑,14,2
322192,+12 향상된 이크론 장갑,14,2
322193,+13 향상된 이크론 장갑,14,2
322200,+0 향상된 이크론 민첩 장갑,14,2
322201,+1 향상된 이크론 민첩 장갑,14,2
322202,+2 향상된 이크론 민첩 장갑,14,2
322203,+3 향상된 이크론 민첩 장갑,14,2
322204,+4 향상된 이크론 민첩 장갑,14,2
322205,+5 향상된 이크론 민첩 장갑,14,2
322206,+6 향상된 이크론 민첩 장갑,14,2
322207,+7 향상된 이크론 민첩 장갑,14,2
322208,+8 향상된 이크론 민첩 장갑,14,2
322209,+9 향상된 이크론 민첩 장갑,14,2
322210,+10 향상된 이크론 민첩 장갑,14,2
322211,+11 향상된 이크론 민첩 장갑,14,2
322212,+12 향상된 이크론 민첩 장갑,14,2
322213,+13 향상된 이크론 민첩 장갑,14,2
322220,+0 향상된 이크론 마법 장갑,14,2
322221,+1 향상된 이크론 마법 장갑,14,2
322222,+2 향상된 이크론 마법 장갑,14,2
322223,+3 향상된 이크론 마법 장갑,14,2
322224,+4 향상된 이크론 마법 장갑,14,2
322225,+5 향상된 이크론 마법 장갑,14,2
322226,+6 향상된 이크론 마법 장갑,14,2
322227,+7 향상된 이크론 마법 장갑,14,2
322228,+8 향상된 이크론 마법 장갑,14,2
322229,+9 향상된 이크론 마법 장갑,14,2
322230,+10 향상된 이크론 마법 장갑,14,2
322231,+11 향상된 이크론 마법 장갑,14,2
322232,+12 향상된 이크론 마법 장갑,14,2
322233,+13 향상된 이크론 마법 장갑,14,2
322240,+0 정련된 이크론 장갑,14,2
322241,+1 정련된 이크론 장갑,14,2
322242,+2 정련된 이크론 장갑,14,2
322243,+3 정련된 이크론 장갑,14,2
322244,+4 정련된 이크론 장갑,14,2
